Job Title,Company,Location,Salary,Skills,Description
Cloud Engineer,E-Business International,MD,$140K - $175K (Employer est.),"Authentication, Cloud infrastructure, Cloud architecture, Ansible, Google Cloud Platform","Work with government stakeholders design, develop, integrate, and test solutions for complex technical requirements. Developer tools such as VSCode and Postman.&hellip;
Skills: Authentication, Cloud infrastructure, Cloud architecture, Ansible, Google Cloud Platform"
Full Stack Software Engineer,Bytoa,MD,$145K - $270K (Employer est.),"Jira, Authentication, Computer science, Elasticsearch, Node.js","Bachelor's Degree in Computer Science, Analytics, Mathematics, or related technical field. Leading the design and development of frameworks and suites of tools…&hellip;
Skills: Jira, Authentication, Computer science, Elasticsearch, Node.js"
Signals Software Engineer,Lockheed Martin,MD,$97K - $171K (Employer est.),"Signal processing, C++, Linux, Python","A Master's degree in a related technical field may be substituted for two (2) years of experience. In support of our customer, members of the team are…&hellip;
Skills: Signal processing, C++, Linux, Python"
Senior Software Engineer - Hotel Operations,Marriott,MD,$99K - $177K (Employer est.),"Jira, CI/CD, Software troubleshooting, Kubernetes, Writing skills","You will assume technical ownership of Service Provider deliverables and lead their technical resources to ensure deliverables are of high quality, follow our…&hellip;
Skills: Jira, CI/CD, Software troubleshooting, Kubernetes, Writing skills"
CNO Java Software Engineer,ManTech,MD,$103K - $150K (Glassdoor est.),"Jira, Computer science, Gradle, Software troubleshooting, Bamboo","Bachelor’s degree in computer science or related field, plus 7 years of programming experience OR 11 years of programming experience in lieu of a degree.&hellip;
Skills: Jira, Computer science, Gradle, Software troubleshooting, Bamboo"
RF Software Engineer,Lockheed Martin,MD,Not Provided,"C++, Linux, Python","In support of our customer, members of the team are responsible for providing full lifecycle support including analysis, design, development, integration,…&hellip;
Skills: C++, Linux, Python"
CNO Python Software Engineer,ManTech,MD,$115K - $163K (Glassdoor est.),"Jira, Computer science, Gradle, Software troubleshooting, Bamboo","Bachelor’s degree in computer science or related field, plus 7 years of programming experience OR 11 years of programming experience in lieu of a degree.&hellip;
Skills: Jira, Computer science, Gradle, Software troubleshooting, Bamboo"
Full Stack Developer - HubSpot,Kforce,MD,$65.00 - $75.00 Per Hour (Employer est.),"CRM software, CI/CD, Azure, Node.js, React","DevOps Skills: Familiarity with DevOps practices and tools, such as CI/CD pipelines, containerization (Docker, Kubernetes), and infrastructure as code …&hellip;
Skills: CRM software, CI/CD, Azure, Node.js, React"
Cleared C++/DSP Software Engineers,Kaztronix,MD,$113K - $167K (Glassdoor est.),"Signal processing, C++, C, Software development","Analytical : Develop solutions to keep people safe by using out-of-the-box thinking and advancing technologies.&hellip;
Skills: Signal processing, C++, C, Software development"
Software Engineer Level 1,General Dynamics Information Technology,MD,$115K - $155K (Employer est.),"CSS, System design, Information security, Databases, JavaScript","Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.&hellip;
Skills: CSS, System design, Information security, Databases, JavaScript"
Software Engineer 3,RealmOne,MD,Not Provided,"System design, Contracts, Cybersecurity","Design, develop and modify SW systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.&hellip;
Skills: System design, Contracts, Cybersecurity"
Staff Software Development Analyst,Northrop Grumman,MD,$155K - $233K (Employer est.),"SAFe, XML, DevOps, Git, Java","Debug problems end users report by working with the appropriate technical teams to develop, test, and implement fixes to prevent recurrence.&hellip;
Skills: SAFe, XML, DevOps, Git, Java"
Principal Software Engineer,Parsons,MD,$121K - $217K (Employer est.),"Jira, Microsoft Powerpoint, Microsoft Word, Computer science, Microsoft Excel","Bachelor’s degree in Computer Science or related technical field. Experience with Software Safety identification and mitigation of potential safety risks in…&hellip;
Skills: Jira, Microsoft Powerpoint, Microsoft Word, Computer science, Microsoft Excel"
"Full Stack Software Engineer (UI Focus) - TS/SCI w/polygraph - Fort Meade, MD",Deloitte,MD,$98K - $163K (Employer est.),"Operating systems, CSS, React, Relational databases, Windows","Bachelor's degree in Computer Science or related field required. Support client team's development and maintenance of a large suite of custom analytic and UI…&hellip;
Skills: Operating systems, CSS, React, Relational databases, Windows"
"Software Engineer, Senior",Booz Allen,MD,$85K - $193K (Employer est.),"CI/CD, Elasticsearch, Node.js, Kubernetes, DevOps","You’ll help clients overcome their most difficult challenges using the latest architectural approaches, tools, and technologies and enhance operational…&hellip;
Skills: CI/CD, Elasticsearch, Node.js, Kubernetes, DevOps"
Software Engineer Junior Level,"Integrity Technology Consultants, Inc.",MD,$100K - $200K (Employer est.),"Oracle, Kubernetes, System design, MongoDB, Java","Provides specific input to the software components of system design to include hardware/software tradeoffs, software reuse, use of Commercial Off-the-shelf …&hellip;
Skills: Oracle, Kubernetes, System design, MongoDB, Java"
Software Engineer,Aces Incorporated,MD,$93K - $128K (Glassdoor est.),"Jira, Lucene, Elasticsearch, React, Web development","Other tools: Maven, GIT, JIRA, LINUX,. Experience with Lucene based open-source search tools like Solr or ElasticSearch. Experience developing a RESTful API.&hellip;
Skills: Jira, Lucene, Elasticsearch, React, Web development"
Principle Ground Software Engineer,AST SpaceMobile,MD,$99K - $161K (Glassdoor est.),"CI/CD, Elasticsearch, Go, Node.js, Software troubleshooting","The candidate will have a large amount of latitude in terms of how they choose to develop systems, so they must be a self-starter and willing to lead efforts to…&hellip;
Skills: CI/CD, Elasticsearch, Go, Node.js, Software troubleshooting"
"Software Engineer, Senior",Amentum,MD,$93K - $146K (Glassdoor est.),Employment & labor law,"Develop, research, design, implement, test, and evaluate software and systems, in conjunction with hardware product development, that enable computers to…&hellip;
Skills: Employment & labor law"
Software Engineer,Raytheon,MD,$80K - $100K (Glassdoor est.),"Vulnerability research, System design","Provides specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf …&hellip;
Skills: Vulnerability research, System design"
Software Engineer (High Performance Computing),Fuse Engineering LLC,MD,$93K - $139K (Glassdoor est.),"Jira, CI/CD, Elasticsearch, Salt, Ansible","Software development activities include requirements analysis, design, implementation, testing, and sustainment. § Experience with scripting using Bash/Python.&hellip;
Skills: Jira, CI/CD, Elasticsearch, Salt, Ansible"
Software Engineer (TS/SCI with Poly required),Red Alpha,MD,$85K - $175K (Employer est.),"Computer science, System design","Provide specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf …&hellip;
Skills: Computer science, System design"
Sr. Software Engineer (SCM),"NVR, Inc",MD,$125K - $145K (Employer est.),"CI/CD, Azure, Software deployment, DevOps, Visual Studio","Work closely with functional consultants to align technical deliverables with business objectives. In this role, you will play a critical part in modernizing…&hellip;
Skills: CI/CD, Azure, Software deployment, DevOps, Visual Studio"
Senior Software Engineer/Bioinformatician - Bfx Ops,GeneDx,MD,$153K - $191K (Employer est.),"CI/CD, Statistics, Next generation sequencing, Management, Kubernetes","You will lead technical design and implementation efforts to improve our bioinformatics workflow and bioinformatics algorithms; executing using the best…&hellip;
Skills: CI/CD, Statistics, Next generation sequencing, Management, Kubernetes"
Senior AI Software Applications Engineer,Johns Hopkins Applied Physics Laboratory (APL),MD,$90K - $350K (Employer est.),"CI/CD, React, Kubernetes, Relational databases, Software deployment","Have experience with field/user testing of complex technical systems. Experience with dynamic web front end frameworks such as VueJs, React or Angular in…&hellip;
Skills: CI/CD, React, Kubernetes, Relational databases, Software deployment"
Software Engineer Level 2,DCCA,MD,$140K - $230K (Employer est.),"MATLAB, System design, C, Contracts, IT","Design. develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.&hellip;
Skills: MATLAB, System design, C, Contracts, IT"
Lead Software Engineer,Stone Ridge Technology,MD,$125K - $176K (Glassdoor est.),"Node.js, C++, C, Linux","Duties include 1) performing design, implementation and maintenance of highly complex application using large scale HPC (high performance computation), multi…&hellip;
Skills: Node.js, C++, C, Linux"
Scientific Application Programmer - Workflow Development for Seasonal Forecast System,Lynker Corporation,MD,$80K - $130K (Employer est.),"Software troubleshooting, Git, Fortran, OOP, Analysis skills","EMC is responsible for developing and transitioning into operation state-of-the-art numerical weather prediction (NWP) systems providing guidance to the NWS…&hellip;
Skills: Software troubleshooting, Git, Fortran, OOP, Analysis skills"
Senior Software Engineer - Hotel Operations,"Marriott International, Inc",MD,$99K - $177K (Employer est.),"Jira, CI/CD, Software troubleshooting, Kubernetes, Writing skills","You will assume technical ownership of Service Provider deliverables and lead their technical resources to ensure deliverables are of high quality, follow our…&hellip;
Skills: Jira, CI/CD, Software troubleshooting, Kubernetes, Writing skills"
